"id","anomaly","latitude","longitude"
"018e5a38-2a5d-7447-bf0a-9017287d874e","true","31.562854656639","74.301665382614"
"018e4f11-db59-7f80-af76-7ad032f2621e","true","31.408363342285","74.359848022461"
"018e5d4e-5e64-7e2f-8dca-876602dfb4c7","true","31.587463963712","74.407558098314"
"018e5490-d1ec-7fe0-9666-148ad9b14109","true","31.585585585586","74.389528522507"
"018e54b3-49e8-715b-98f1-b93e38166ded","true","31.550601222749","74.314224873979"
"018e5d57-620e-7a26-a01a-ef669bbf3327","true","31.46792272931","74.347006045282"
"018e5c1b-4f99-7a35-a7db-ac8136f4c6b3","true","31.535299359501","74.335821512985"
"018e5a56-fba0-77fb-9952-b4bfbebc6510","true","31.568209966665","74.309651465207"
"018e5a5c-f4f2-7f11-a891-a7923d96bb70","true","31.562853018946","74.301653846162"
"018e555e-77e7-769d-be20-a2bb23fe81c5","true","31.569158073993","74.306409830581"
"018e64d8-ed63-73ed-96de-eff373c2b693","true","31.563053639461","74.301645294988"
"018e55a8-ce93-7384-aa10-0df4c2ed8b8f","true","31.459975629424","74.226410575211"
"018e3dbc-17bf-7500-a4da-ae852d3ab3e2","true","31.428329617464","74.230779208273"
"018e55e7-4088-7f16-bca9-f370af3b292b","true","31.535729820642","74.33549816942"
"018e3ca3-e813-7b95-8c6e-c7f3f32f0eec","true","31.550001835029","74.31733058427"
"018e3db3-07a7-7a37-a290-242becd17320","true","31.531437272232","74.321136507534"
"018e3db5-a858-7603-9da5-557ab36c2529","true","31.506078352024","74.331324649704"
"018e3cc5-58ec-7d7b-997b-b02f43065f13","true","31.535604758174","74.335409711401"
"018e3caa-3aef-794b-a8fc-de081160565d","true","31.54954954955","74.318500463192"
"018e3cb0-ba10-76ac-aa31-88f08da93b0e","true","31.414001464844","74.223297119141"
"018e3cb3-e219-7ff5-85fe-421654fb183d","true","31.590897575296","74.318509735952"
"018e3ce9-ef6a-7ad5-b761-96f0259120a6","true","31.567567567568","74.332856626615"
"018e3cef-1084-797a-9d13-e5adddc4f8cd","true","31.358972549438","74.23023223877"
"018e3d91-cf84-7748-a8fa-4218a6ebc249","true","31.58408149346","74.382462485824"
"018e3d9d-2575-70f3-938c-6d04dc18ef69","true","31.511558406576","74.314865134656"
"018e3d77-1b16-78ed-842d-bbd603152cc6","true","31.511558406576","74.314865134656"
"018e3d77-be10-7f23-ab25-b76d849c86c2","true","31.539923597902","74.428493980114"
"018e3c2a-3c2f-737e-99d9-e73397337687","true","31.535715683075","74.335418368982"
"018e3c31-85c9-7f3b-9b50-3a8a8daad720","true","31.392120361328","74.248962402344"
"018e3c44-c1ba-71fa-a973-5a474e7f5d1b","true","31.585585585586","74.389528522507"
"018e3c64-5c07-77db-81f4-e0575c6276d5","true","31.585585585586","74.30492286027"
"018e3c59-5f86-70d4-911d-19c78dde3a6b","true","31.56716499555","74.314059821"
"018e3c6a-2377-75e1-b75b-350dce6bfa15","true","31.54954954955","74.318500463192"
"018e3c76-2e3c-7f9f-99b0-76644d39f9ad","true","31.413993835449","74.223297119141"
"018e3dbb-9499-7bed-9c5b-faa796a1a3a7","true","31.523924152143","74.336516256268"
"018e3db8-f6d1-73ad-8e8b-8adb238e423e","true","31.562914805711","74.335695631321"
"018e3dba-4eb7-70f8-956c-a741b0c0bb56","true","31.562121601901","74.347530436698"
"018e3dd2-ab12-7168-98a4-b73307f9edb3","true","31.511558406576","74.314865134656"
"018e5490-1898-71bf-9a27-a6b4996de2ee","true","31.552158355713","74.284683227539"
"018e3deb-6ef8-7def-a604-bb956fe0cac0","true","31.486342684224","74.339301399887"
"018e3dc7-c0b0-77aa-a768-90497965b636","true","31.509772556379","74.340063706991"
"018e3dc7-6b07-7d61-8376-95a0219d6079","true","31.560550769289","74.327513626086"
"018e525e-38b5-7080-840a-a59b2292799a","true","31.531279541372","74.352237082617"
"018e3ddd-2376-7858-a1d2-ababfb88b7b6","true","31.586165129994","74.307020322096"
"018e3dea-ee11-76d7-a175-5456c8a1bb1a","true","31.526161010471","74.323088224364"
"018e3df5-5f92-7a17-9965-0091b345b7bd","true","31.559523415675","74.324599760391"
"018e3df6-4da6-77fa-882d-898f1e33edd8","true","31.565057716235","74.335536623946"
"018e3dfd-b89e-7185-a1ba-2ce7ad15277c","true","31.559524875643","74.324582672811"
"018e525f-f5a2-738b-a168-ae72ac57cad3","true","31.416340693921","74.230496114138"
"018e40fe-7264-78a6-b14b-7cccf7b7ef8d","true","31.554806999048","74.305774264577"
"018e3e25-f14a-72b0-af06-97da0459e122","true","31.575695921174","74.348772688552"
"018e3e2a-002a-7694-8796-18f64fadc5e3","true","31.555320850823","74.321191725754"
"018e4105-22c7-796b-b6bc-556b44ab3ae4","true","31.575890171966","74.306883330313"
"018e3e3a-4a51-71cf-9348-351b96818fe3","true","31.564189388202","74.332235762254"
"018e3e5b-1852-78ce-8ac0-8a4c4f9f94e2","true","31.466463423625","74.347627311945"
"018e3e5c-4822-7fc4-bfa4-be6deaf8a376","true","31.542521014495","74.317471954458"
"018e3e67-7622-7235-b912-57d187c04086","true","31.486460193835","74.254613667727"
"018e4663-a60e-76ef-9154-d45693f09a4a","true","31.564789679594","74.373386599572"
"018e3e7d-836b-7e2c-b4d2-5989f6243d91","true","31.580206648959","74.372565202552"
"018e3e7b-4c3a-7a37-97d4-393903bd8d24","true","31.548014940997","74.315764726328"
"018e3e7c-e61c-7d48-8c13-8132685d21f4","true","31.577620775144","74.361068603252"
"018e3e9c-0b4f-77f3-bbfa-3c76b18f564d","true","31.586274858166","74.397273590161"
"018e3e86-9b3e-742e-b1fc-801c34a2d022","true","31.500408458671","74.321912622458"
"018e3e90-6660-7107-894d-beaf6349025f","true","31.491390032158","74.238474816084"
"018e3e90-d0b4-769e-a38f-89dd38c23890","true","31.458565391286","74.350850656629"
"018e3e9b-8233-7807-a74d-b4ecce003c11","true","31.580213966229","74.37256707782"
"018e3e9e-0977-720a-a3f3-57f2671fc6bb","true","31.542521014495","74.317471954458"
"018e3eb0-5a25-76c5-a62c-06335561c540","true","31.549421384445","74.312617236728"
"018e5261-53d0-7017-9c32-2083c2e9ca15","true","31.503643226494","74.2789050339"
"018e3eca-691c-7b65-b3ae-a0e1fc43bbad","true","31.549352881782","74.312667708618"
"018e3ec2-c1c9-730f-a42f-02f724f1d445","true","31.546317259005","74.316256971472"
"018e3ec9-0cb5-7894-82b3-47b994749ad4","true","31.472600189765","74.344663135707"
"018e41a3-05ce-7967-8a20-705fee45cfe3","true","31.567567567568","74.311709298983"
"018e3ed6-c15c-7a87-a465-1bbb20798385","true","31.486460193835","74.254613667727"
"018e3ed7-3cf7-7533-9089-d074a8a1403d","true","31.578818653693","74.368613566386"
"018e3ed8-06ae-7134-a1e0-41d5023e86b7","true","31.553371455599","74.304853684191"
"018e3edb-e27d-709a-847d-033fd798848d","true","31.579972403643","74.381372947253"
"018e3ef9-c509-7596-afc5-7b3697cc1300","true","31.49614550887","74.264083877206"
"018e3efe-2405-750b-b1ed-8988faccb694","true","31.486887058405","74.338664710522"
"018e3efe-0de7-75a5-869d-e38327d09a62","true","31.522164107247","74.340126777294"
"018e3f02-6062-7616-8e6d-310445c565cf","true","31.577925228678","74.363394919163"
"018e3f03-2a24-7016-bf09-b199c4ad2e01","true","31.586413431813","74.397918477481"
"018e3f04-5149-7930-8bff-ab8a4da7648c","true","31.544574912546","74.293644157684"
"018e3fd6-d1d6-74b8-9d78-76ce45dfab14","true","31.548650741577","74.286056518555"
"018e3f8e-1120-7b74-8a1a-538378355809","true","31.583836559276","74.483077526093"
"018e3f96-08c3-7ed9-8588-14c0d9f2ae54","true","31.410484313965","74.358505249023"
"018e3f9e-e5d0-7667-b0d7-99d5e1bf39c2","true","31.546327590942","74.271484375"
"018e3fa0-a596-7d34-9a03-a392b39fa21e","true","31.603603603604","74.382763174997"
"018e3fa2-1bbb-7646-a452-476c767077b0","true","31.299421620771","74.225426875055"
"018e3fab-1c1a-7e3a-b01e-aceadee9845a","true","31.589305129427","74.393719737568"
"018e4229-6fcd-789d-9b1c-f1ed3c34b5de","true","31.535587178065","74.335406584454"
"018e3fb4-0400-79cb-a77b-69cb65c4d9c6","true","31.586532145176","74.39796226296"
"018e413d-b7ee-752b-b66b-ea2ea47c3cb9","true","31.603603603604","74.319296653517"
"018e3fd1-2045-7350-a69d-0260a9acaf82","true","31.405776977539","74.357917785645"
"018e3ff7-9c8e-71c4-b3e8-0cb60776b671","true","31.590061057238","74.393787471523"
"018e3ff1-7890-7a39-ab20-752e92d7ca11","true","31.542390838482","74.331566706554"
"018e4008-df50-772b-b309-ea195a8bcc9b","true","31.366849231543","74.236471541226"
"018e4009-b1c1-7300-a33c-4453f562dbff","true","31.396810531616","74.360687255859"
"018e4153-691c-7e04-b06e-8d422adfad5f","true","31.550501028135","74.340738319756"
"018e4010-deb0-74da-8620-25374105ac50","true","31.552881240845","74.290550231934"